Country Name,Country Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Uzbekistan,UZB,70.475,70.755,71.01,71.149,71.344,70.331,70.862,71.674,
St. Vincent and the Grenadines,VCT,74.407,74.28,74.305,74.128,72.835,72.126,69.629,68.972,
"Venezuela, RB",VEN,73.006,72.058,71.943,71.979,72.161,71.095,70.554,71.105,
British Virgin Islands,VGB,75.675,75.724,74.785,75.831,75.863,75.849,74.494,76.373,
Virgin Islands (U.S.),VIR,79.0170731707317,79.1682926829268,79.3682926829268,79.5195121951219,79.6682926829268,79.819512195122,80.0682926829268,80.319512195122,
Viet Nam,VNM,73.876,73.938,73.963,73.976,74.093,75.378,73.618,74.58,
Vanuatu,VUT,69.513,69.65,69.71,69.795,69.877,70.299,70.449,70.492,
World,WLD,72.0470869141673,72.2979064227925,72.4954123911282,72.7351157908109,72.9310338256441,72.1974597958651,71.2806116781408,71.9487167371408,
Samoa,WSM,72.515,72.54,72.59,72.636,72.157,72.768,72.767,72.598,
Kosovo,XKX,78.922,78.981,78.783,78.696,79.022,76.567,76.806,79.524,
"Yemen, Rep.",YEM,65.873,66.064,65.957,64.575,65.092,64.65,63.753,63.72,
South Africa,ZAF,63.95,64.747,65.402,65.674,66.175,65.252,62.341,61.48,
Zambia,ZMB,61.208,61.794,62.12,62.342,62.793,62.38,61.223,61.803,
Zimbabwe,ZWE,59.591,60.306,60.709,61.414,61.292,61.124,59.253,59.391,
